country_short;website;fax_stg;group;name;twitter;url;country;image;email;group_short;facebook;party;id;fax_bxl;score
fi;http://www.sampoterho.net/;33388179757;European Conservatives and Reformists Group;Sampo TERHO;SampoTerho;http://www.europarl.europa.eu/meps/en/107385/SAMPO_TERHO_home.html;Finland;http://www.europarl.europa.eu/mepphoto/107385.jpg;sampo.terho@europarl.europa.eu;ecr;http://www.facebook.com/pages/Sampo-Terho/205004656205052?sk=info;Perussuomalaiset;107385;3222849757;0.1
mt;;33388179287;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Alfred SANT;SantAlfred;http://www.europarl.europa.eu/meps/en/124781/ALFRED_SANT_home.html;Malta;http://www.europarl.europa.eu/mepphoto/124781.jpg;alfred.sant@europarl.europa.eu;sd;;Partit Laburista;124781;3222849287;0.3
es;http://santifisas.com/;33388179169;Group of the European People's Party (Christian Democrats);Santiago FISAS AYXELÀ;SantiagoFisas;http://www.europarl.europa.eu/meps/en/96729/SANTIAGO_FISAS+AYXELA_home.html;Spain;http://www.europarl.europa.eu/mepphoto/96729.jpg;santiago.fisasayxela@europarl.europa.eu;epp;https://www.facebook.com/santi.fisas;Partido Popular;96729;3222849169;0.8
lt;http://www.algirdassaudargas.lt/lt;33388179272;Group of the European People's Party (Christian Democrats);Algirdas SAUDARGAS;Saudargas;http://www.europarl.europa.eu/meps/en/96696/ALGIRDAS_SAUDARGAS_home.html;Lithuania;http://www.europarl.europa.eu/mepphoto/96696.jpg;algirdas.saudargas@europarl.europa.eu;epp;https://www.facebook.com/pages/Algirdas-Saudargas/203872939794909;T_vyn_s s_junga-Lietuvos krik__ionys demokratai;96696;3222849272;0.8
dk;http://www.christels.dk;33388179491;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Christel SCHALDEMOSE;SchaldemoseMEP;http://www.europarl.europa.eu/meps/en/37312/CHRISTEL_SCHALDEMOSE_home.html;Denmark;http://www.europarl.europa.eu/mepphoto/37312.jpg;christel.schaldemose@europarl.europa.eu;sd;http://www.facebook.com/#!/profile.php?id=704498919;Socialdemokratiet;37312;3222849491;0.3
at;;33388179181;Group of the European People's Party (Christian Democrats);Claudia SCHMIDT;Schmidt_Clau;http://www.europarl.europa.eu/meps/en/125016/CLAUDIA_SCHMIDT_home.html;Austria;http://www.europarl.europa.eu/mepphoto/125016.jpg;claudia.schmidt@europarl.europa.eu;epp;https://www.facebook.com/ClaudiaSchmidtEU;Österreichische Volkspartei;125016;3222849181;0.8
hu;http://schopflingyorgy.hu/;33388179884;Group of the European People's Party (Christian Democrats);György SCHÖPFLIN;schopflinMEP;http://www.europarl.europa.eu/meps/en/28135/GYORGY_SCHOPFLIN_home.html;Hungary;http://www.europarl.europa.eu/mepphoto/28135.jpg;gyorgy.schopflin@europarl.europa.eu;epp;https://www.facebook.com/pages/Sch%C3%B6pflin-Gy%C3%B6rgy/425842774175213;Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt;28135;3222849884;0.8
de;http://www.schulze-europa.de/;33388179207;Group of the European People's Party (Christian Democrats);Sven SCHULZE;schulzeeuropa;http://www.europarl.europa.eu/meps/en/124809/SVEN_SCHULZE_home.html;Germany;http://www.europarl.europa.eu/mepphoto/124809.jpg;sven.schulze@europarl.europa.eu;epp;https://www.facebook.com/sven.schulze.1420;Christlich Demokratische Union Deutschlands;124809;3222849207;0.8
ie;http://www.seankelly.eu/;33388179206;Group of the European People's Party (Christian Democrats);Seán KELLY;SeanKellyMEP;http://www.europarl.europa.eu/meps/en/96668/SEAN_KELLY_home.html;Ireland;http://www.europarl.europa.eu/mepphoto/96668.jpg;sean.kelly@europarl.europa.eu;epp;https://www.facebook.com/sean.kellymep;Fine Gael Party;96668;3222849206;0.8
es;;33388179743;Group of the Greens/European Free Alliance;Jordi SEBASTIÀ;Sebastia_Jordi;http://www.europarl.europa.eu/meps/en/125053/JORDI_SEBASTIA_home.html;Spain;http://www.europarl.europa.eu/mepphoto/125053.jpg;jordi.sebastia@europarl.europa.eu;greensefa;;COMPROMIS;125053;3222849743;0.1
gb;;33388179833;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Seb DANCE;SebDance;http://www.europarl.europa.eu/meps/en/124952/SEB_DANCE_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/124952.jpg;seb.dance@europarl.europa.eu;sd;;Labour Party;124952;3222849833;0.3
de;;33388179732;Group of the Greens/European Free Alliance;Julia REDA;Senficon;http://www.europarl.europa.eu/meps/en/124816/JULIA_REDA_home.html;Germany;http://www.europarl.europa.eu/mepphoto/124816.jpg;julia.reda@europarl.europa.eu;greensefa;;Piratenpartei Deutschland;124816;3222849732;0.1
bg;;33388179654;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Sergei STANISHEV;SergeiStanishev;http://www.europarl.europa.eu/meps/en/124852/SERGEI_STANISHEV_home.html;Bulgaria;http://www.europarl.europa.eu/mepphoto/124852.jpg;sergei.stanishev@europarl.europa.eu;sd;;Bulgarian Socialist Party;124852;3222849654;0.3
es;http://www.sergiogutierrez.es;33388179331;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Sergio GUTIÉRREZ PRIETO;Sergio_GP;http://www.europarl.europa.eu/meps/en/103488/SERGIO_GUTIERREZ+PRIETO_home.html;Spain;http://www.europarl.europa.eu/mepphoto/103488.jpg;sergio.gutierrezprieto@europarl.europa.eu;sd;http://www.facebook.com/profile.php?id=739387569;Partido Socialista Obrero Español;103488;3222849331;0.3
it;http://www.remo-sernagiotto.it/;33388179269;Group of the European People's Party (Christian Democrats);Remo SERNAGIOTTO;SernagiottoRemo;http://www.europarl.europa.eu/meps/en/124794/REMO_SERNAGIOTTO_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124794.jpg;remo.sernagiotto@europarl.europa.eu;epp;https://www.facebook.com/pages/Remo-Sernagiotto/58158193107;Forza Italia;124794;3222849269;0.8
it;;33388179595;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Simona BONAFÈ;simonabonafe;http://www.europarl.europa.eu/meps/en/124814/SIMONA_BONAFE_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124814.jpg;simona.bonafe@europarl.europa.eu;sd;;Partito Democratico;124814;3222849595;0.3
gb;;33388179505;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Siôn SIMON;sionsimon;http://www.europarl.europa.eu/meps/en/124948/SION_SIMON_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/124948.jpg;sion.simon@europarl.europa.eu;sd;;Labour Party;124948;3222849505;0.3
de;http://www.skakeller.de;33388179379;Group of the Greens/European Free Alliance;Ska KELLER;SkaKeller;http://www.europarl.europa.eu/meps/en/96734/SKA_KELLER_home.html;Germany;http://www.europarl.europa.eu/mepphoto/96734.jpg;franziska.keller@europarl.europa.eu;greensefa;https://www.facebook.com/ska.keller;Bündnis 90/Die Grünen;96734;3222849379;0.1
sk;;33388179483;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Monika SMOLKOVÁ;SmolkovaMonika;http://www.europarl.europa.eu/meps/en/96655/MONIKA_SMOLKOVA_home.html;Slovakia;http://www.europarl.europa.eu/mepphoto/96655.jpg;monika.smolkova@europarl.europa.eu;sd;;SMER-Sociálna demokracia;96655;3222849483;0.3
ro;http://www.siegfriedmuresan.eu/;33388179154;Group of the European People's Party (Christian Democrats);Siegfried MURE_AN;SMuresan;http://www.europarl.europa.eu/meps/en/124802/SIEGFRIED_MURESAN_home.html;Romania;http://www.europarl.europa.eu/mepphoto/124802.jpg;siegfried.muresan@europarl.europa.eu;epp;https://www.facebook.com/SiegfriedMEP;Partidul Mi_carea Popular_;124802;3222849154;0.8
gr;;33388179725;Confederal Group of the European United Left - Nordic Green Left;Sofia SAKORAFA;SofiaSakorafa;http://www.europarl.europa.eu/meps/en/125091/SOFIA_SAKORAFA_home.html;Greece;http://www.europarl.europa.eu/mepphoto/125091.jpg;sofia.sakorafa@europarl.europa.eu;guengl;;Coalition of the Radical Left;125091;3222849725;0.2
es;;33388179596;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Soledad CABEZÓN RUIZ;SoledadCabezon;http://www.europarl.europa.eu/meps/en/125041/SOLEDAD_CABEZON+RUIZ_home.html;Spain;http://www.europarl.europa.eu/mepphoto/125041.jpg;soledad.cabezonruiz@europarl.europa.eu;sd;;Partido Socialista Obrero Español;125041;3222849596;0.3
nl;http://www.sophieintveld.eu;33388179796;Group of the Alliance of Liberals and Democrats for Europe;Sophia in 't VELD;sophieintveld;http://www.europarl.europa.eu/meps/en/28266/SOPHIA_IN+%27T+VELD_home.html;Netherlands;http://www.europarl.europa.eu/mepphoto/28266.jpg;sophie.intveld@europarl.europa.eu;aldeadle;http://www.facebook.com/sophieintveld?sk=wall;Democraten 66;28266;3222849796;0.3
se;;33388179584;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Soraya POST;SorayaPostFi;http://www.europarl.europa.eu/meps/en/124997/SORAYA_POST_home.html;Sweden;http://www.europarl.europa.eu/mepphoto/124997.jpg;soraya.post@europarl.europa.eu;sd;;Feministiskt initiativ;124997;3222849584;0.3
fi;http://www.sirpapietikainen.net/;33388179264;Group of the European People's Party (Christian Democrats);Sirpa PIETIKÄINEN;spietikainen;http://www.europarl.europa.eu/meps/en/40599/SIRPA_PIETIKAINEN_home.html;Finland;http://www.europarl.europa.eu/mepphoto/40599.jpg;sirpa.pietikainen@europarl.europa.eu;epp;https://www.facebook.com/MEPsirpapietikainen;Kansallinen Kokoomus;40599;3222849264;0.8
cz;;33388179485;Group of the European People's Party (Christian Democrats);Stanislav POL_ÁK;stanislavpolcak;http://www.europarl.europa.eu/meps/en/124704/STANISLAV_POLCAK_home.html;Czech Republic;http://www.europarl.europa.eu/mepphoto/124704.jpg;stanislav.polcak@europarl.europa.eu;epp;https://www.facebook.com/spolcak;TOP 09 a Starostové;124704;3222849485;0.8
fr;;33388179850;Non-attached Members;Steeve BRIOIS;SteeveBriois;http://www.europarl.europa.eu/meps/en/124757/STEEVE_BRIOIS_home.html;France;http://www.europarl.europa.eu/mepphoto/124757.jpg;steeve.briois@europarl.europa.eu;ni;;Front national;124757;3222849850;0.1
de;;33388179590;Confederal Group of the European United Left - Nordic Green Left;Stefan ECK;Stefan_Eck_MEP;http://www.europarl.europa.eu/meps/en/124863/STEFAN_ECK_home.html;Germany;http://www.europarl.europa.eu/mepphoto/124863.jpg;stefan.eck@europarl.europa.eu;guengl;https://www.facebook.com/Stefan.Bernhard.Eck.MEP;Independent;124863;3222849590;0.2
gb;;33388179115;Europe of Freedom and Direct Democracy Group;Steven WOOLFE;Steven_Woolfe;http://www.europarl.europa.eu/meps/en/124966/STEVEN_WOOLFE_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/124966.jpg;steven.woolfe@europarl.europa.eu;efd;;United Kingdom Independence Party;124966;3222849115;0.1
be;http://www.helgastevens.be;33388179343;European Conservatives and Reformists Group;Helga STEVENS;StevensHelga;http://www.europarl.europa.eu/meps/en/125105/HELGA_STEVENS_home.html;Belgium;http://www.europarl.europa.eu/mepphoto/125105.jpg;helga.stevens@europarl.europa.eu;ecr;https://www.facebook.com/helga.stevens.12;Nieuw-Vlaamse Alliantie;125105;3222849343;0.1
sk;;33388179381;European Conservatives and Reformists Group;Richard SULÍK;SulikRichard;http://www.europarl.europa.eu/meps/en/124928/RICHARD_SULIK_home.html;Slovakia;http://www.europarl.europa.eu/mepphoto/124928.jpg;richard.sulik@europarl.europa.eu;ecr;;Sloboda a Solidarita;124928;3222849381;0.1
de;http://www.sven-giegold.de;33388179369;Group of the Greens/European Free Alliance;Sven GIEGOLD;sven_giegold;http://www.europarl.europa.eu/meps/en/96730/SVEN_GIEGOLD_home.html;Germany;http://www.europarl.europa.eu/mepphoto/96730.jpg;sven.giegold@europarl.europa.eu;greensefa;https://www.facebook.com/sven.giegold;Bündnis 90/Die Grünen;96730;3222849369;0.1
gb;http://www.syedkamall.com;33388179792;European Conservatives and Reformists Group;Syed KAMALL;SyedKamall;http://www.europarl.europa.eu/meps/en/33569/SYED_KAMALL_home.html;United Kingdom;http://www.europarl.europa.eu/mepphoto/33569.jpg;syed.kamall@europarl.europa.eu;ecr;http://www.facebook.com/profile.php?id=731415017;Conservative Party;33569;3222849792;0.1
cy;;33388179754;Confederal Group of the European United Left - Nordic Green Left;Neoklis SYLIKIOTIS;sylikiotis;http://www.europarl.europa.eu/meps/en/124689/NEOKLIS_SYLIKIOTIS_home.html;Cyprus;http://www.europarl.europa.eu/mepphoto/124689.jpg;neoklis.sylikiotis@europarl.europa.eu;guengl;;Progressive Party of Working People - Left - New Forces;124689;3222849754;0.2
fr;;33388179149;Non-attached Members;Sylvie GODDYN;Sylvie_Goddyn;http://www.europarl.europa.eu/meps/en/21331/SYLVIE_GODDYN_home.html;France;http://www.europarl.europa.eu/mepphoto/21331.jpg;sylvie.goddyn@europarl.europa.eu;ni;;Front national;21331;3222849149;0.1
fr;http://www.sylvieguillaume.eu;33388179433;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Sylvie GUILLAUME;sylvieguillaume;http://www.europarl.europa.eu/meps/en/96952/SYLVIE_GUILLAUME_home.html;France;http://www.europarl.europa.eu/mepphoto/96952.jpg;sylvie.guillaume@europarl.europa.eu;sd;https://www.facebook.com/sylvieguillaume.deputeeeuropeenne;Parti socialiste;96952;3222849433;0.3
hu;;33388179284;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Tibor SZANYI;szanyitibor;http://www.europarl.europa.eu/meps/en/124703/TIBOR_SZANYI_home.html;Hungary;http://www.europarl.europa.eu/mepphoto/124703.jpg;tibor.szanyi@europarl.europa.eu;sd;;Magyar Szocialista Párt;124703;3222849284;0.3
pl;http://www.szejnfeld.pl/;33388179776;Group of the European People's Party (Christian Democrats);Adam SZEJNFELD;szejnfeld;http://www.europarl.europa.eu/meps/en/124890/ADAM_SZEJNFELD_home.html;Poland;http://www.europarl.europa.eu/mepphoto/124890.jpg;adam.szejnfeld@europarl.europa.eu;epp;https://www.facebook.com/adam.szejnfeld.7;Platforma Obywatelska;124890;3222849776;0.8
pl;http://www.tzwiefka.pl/;33388179258;Group of the European People's Party (Christian Democrats);Tadeusz ZWIEFKA;TadeuszZwiefka;http://www.europarl.europa.eu/meps/en/28301/TADEUSZ_ZWIEFKA_home.html;Poland;http://www.europarl.europa.eu/mepphoto/28301.jpg;tadeusz.zwiefka@europarl.europa.eu;epp;https://www.facebook.com/TadeuszZwiefka;Platforma Obywatelska;28301;3222849258;0.8
it;;33388179524;Europe of Freedom and Direct Democracy Group;Dario TAMBURRANO;tamburrano;http://www.europarl.europa.eu/meps/en/124813/DARIO_TAMBURRANO_home.html;Italy;http://www.europarl.europa.eu/mepphoto/124813.jpg;dario.tamburrano@europarl.europa.eu;efd;;Movimento 5 Stelle;124813;3222849524;0.1
es;;33388179141;Confederal Group of the European United Left - Nordic Green Left;Tania GONZÁLEZ PEÑAS;TaniaGonzalezPs;http://www.europarl.europa.eu/meps/en/127330/TANIA_GONZALEZ+PENAS_home.html;Spain;http://www.europarl.europa.eu/mepphoto/127330.jpg;tania.gonzalezpenas@europarl.europa.eu;guengl;https://www.facebook.com/taniagonzalezpenhas?fref=ts;PODEMOS;127330;3222849141;0.2
lv;http://www.tatjanazdanok.lv;33388179912;Group of the Greens/European Free Alliance;Tatjana _DANOKA;Tatjana_Zdanoka;http://www.europarl.europa.eu/meps/en/28619/TATJANA_ZDANOKA_home.html;Latvia;http://www.europarl.europa.eu/mepphoto/28619.jpg;tatjana.zdanoka@europarl.europa.eu;greensefa;http://www.facebook.com/pages/Tatjana-%C5%BDdanoka/146160892112506;Latvijas Krievu savien_ba;28619;3222849912;0.1
cz;http://www.telicka.eu/;33388179787;Group of the Alliance of Liberals and Democrats for Europe;Pavel TELI_KA;Telicka;http://www.europarl.europa.eu/meps/en/124706/PAVEL_TELICKA_home.html;Czech Republic;http://www.europarl.europa.eu/mepphoto/124706.jpg;pavel.telicka@europarl.europa.eu;aldeadle;;ANO 2011;124706;3222849787;0.3
es;http://www.teresajimenezbecerril.eu/;33388179198;Group of the European People's Party (Christian Democrats);Teresa JIMÉNEZ-BECERRIL BARRIO;teresajbecerril;http://www.europarl.europa.eu/meps/en/96806/TERESA_JIMENEZ-BECERRIL+BARRIO_home.html;Spain;http://www.europarl.europa.eu/mepphoto/96806.jpg;teresa.jimenez-becerril@europarl.europa.eu;epp;https://www.facebook.com/pages/Teresa-Jim%C3%A9nez-Becerril/683375308425169?rf=710097115694986;Partido Popular;96806;3222849198;0.8
de;http://www.terryreintke.eu/;33388179760;Group of the Greens/European Free Alliance;Terry REINTKE;TerryReintke;http://www.europarl.europa.eu/meps/en/103381/TERRY_REINTKE_home.html;Germany;http://www.europarl.europa.eu/mepphoto/103381.jpg;terry.reintke@europarl.europa.eu;greensefa;;Bündnis 90/Die Grünen;103381;3222849760;0.1
si;http://www.tanja-fajon.eu;33388179493;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Tanja FAJON;tfajon;http://www.europarl.europa.eu/meps/en/96911/TANJA_FAJON_home.html;Slovenia;http://www.europarl.europa.eu/mepphoto/96911.jpg;tanja.fajon@europarl.europa.eu;sd;https://www.facebook.com/tanja.fajon;Socialni demokrati;96911;3222849493;0.3
cy;;33388179657;Confederal Group of the European United Left - Nordic Green Left;Takis HADJIGEORGIOU;thadjigeorgiou;http://www.europarl.europa.eu/meps/en/96907/TAKIS_HADJIGEORGIOU_home.html;Cyprus;http://www.europarl.europa.eu/mepphoto/96907.jpg;takis.hadjigeorgiou@europarl.europa.eu;guengl;http://www.facebook.com/search.php?q=THEIN%2C+Alexandra&init=quick&tas=0.7750908017052294&search_first_focus=1302518842575#!/profile.php?id=1283133748;Progressive Party of Working People - Left - New Forces;96907;3222849657;0.2
de;;33388179658;Confederal Group of the European United Left - Nordic Green Left;Thomas HÄNDEL;thaendel;http://www.europarl.europa.eu/meps/en/96851/THOMAS_HANDEL_home.html;Germany;http://www.europarl.europa.eu/mepphoto/96851.jpg;thomas.haendel@europarl.europa.eu;guengl;http://www.facebook.com/profile.php?id=1599704639;DIE LINKE.;96851;3222849658;0.2
cy;http://www.elenitheocharous.com/;33388179293;Group of the European People's Party (Christian Democrats);Eleni THEOCHAROUS;THEOCHAROUSE;http://www.europarl.europa.eu/meps/en/25704/ELENI_THEOCHAROUS_home.html;Cyprus;http://www.europarl.europa.eu/mepphoto/25704.jpg;eleni.theocharous@europarl.europa.eu;epp;https://www.facebook.com/elenitheocharous;Democratic Rally;25704;3222849293;0.8
ro;http://www.stolojan.eu/;33388179670;Group of the European People's Party (Christian Democrats);Theodor Dumitru STOLOJAN;TheodorStolojan;http://www.europarl.europa.eu/meps/en/39721/THEODOR+DUMITRU_STOLOJAN_home.html;Romania;http://www.europarl.europa.eu/mepphoto/39721.jpg;theodordumitru.stolojan@europarl.europa.eu;epp;https://www.facebook.com/theodor.stolojan;Partidul Democrat-Liberal;39721;3222849670;0.8
